Date,Revenue,rolling_mean,rolling_std
2020-01-01,0.0,,
2020-01-02,-0.29235551,,
2020-01-03,-0.327771797,,
2020-01-04,-0.339987124,,
2020-01-05,-0.124887516,-0.21700038939999997,0.14886939433245905
2020-01-06,-0.491589564,-0.3153183022,0.13098317849696237
2020-01-07,-1.255249811,-0.5078971624,0.43764632885083044
2020-01-08,-1.896278894,-0.8215985818,0.7364192113427471
2020-01-09,-1.747259385,-1.103053034,0.7742848801183115
2020-01-10,-2.129557666,-1.503987064,0.6502368413071415
2020-01-11,-2.151421873,-1.8359535258000002,0.36552916240394456
2020-01-12,-3.228636996,-2.2306309628000003,0.5826545549620863
2020-01-13,-2.82261611,-2.4158984059999997,0.5968626941595335
2020-01-14,-3.609712765,-2.7883890819999997,0.6537102507100462
2020-01-15,-3.398875124,-3.0422525736,0.5757059532576312
2020-01-16,-2.86742462,-3.185453123,0.33919126903241426
2020-01-17,-2.714606918,-3.0826471074,0.3959762573719424
2020-01-18,-2.021083992,-2.9223406838,0.6240989838841601
2020-01-19,-1.126014167,-2.4256009642,0.8772905730921098
2020-01-20,-0.845545147,-1.9149349688000001,0.9115879002582424
2020-01-21,-1.187849066,-1.5790198579999999,0.7715556632021818
2020-01-22,-1.59336888,-1.3547722504,0.4583681767146167
2020-01-23,-2.233633574,-1.3972821668000002,0.538469118395608
2020-01-24,-2.982968143,-1.7686729620000001,0.8530759109640226
2020-01-25,-3.749676183,-2.3494991692,1.0363840291371735
2020-01-26,-4.068317954,-2.9255929468,1.029788118154895
2020-01-27,-4.172911745,-3.4415015198000005,0.8203702235697435
2020-01-28,-4.423298703,-3.8794345456,0.5563459521503041
2020-01-29,-3.773237316,-4.0374883802,0.2831978289647644
2020-01-30,-3.130365934,-3.9136263304000005,0.49601670232989997
2020-01-31,-3.066997384,-3.7133622164,0.6075468651985328
2020-02-01,-2.22210903,-3.3232016734,0.825829404869984
2020-02-02,-1.354650789,-2.7094720906,0.9367011169137153
2020-02-03,-0.4158986,-2.0380043474000002,1.1601911675379026
2020-02-04,0.088848229,-1.3941615148,1.2885800577903501
2020-02-05,0.986810894,-0.5833998591999999,1.2475708112736934
2020-02-06,1.072086118,0.07543917040000006,1.0137373249748753
2020-02-07,0.57528878,0.46142708420000006,0.6265804913239514
2020-02-08,0.778475881,0.7003019804,0.39240475011573833
2020-02-09,0.73196193,0.8289247206000001,0.20020837112764334
2020-02-10,1.267407631,0.885044068,0.2792516251865359
2020-02-11,1.277651113,0.9261570669999999,0.32505001559715585
2020-02-12,1.929653231,1.1970299572,0.4846817083593975
2020-02-13,1.889880294,1.4193108398,0.4993684897762865
2020-02-14,2.117565859,1.6964316256,0.39642384285903187
2020-02-15,1.508082592,1.7445666177999999,0.3422120453364886
2020-02-16,1.363420928,1.7617205808,0.3139374905498639
2020-02-17,1.5739201,1.6905739546,0.30658825213072305
2020-02-18,2.230154152,1.7586287262,0.38866821911234284
2020-02-19,2.300218825,1.7951593193999997,0.4364812386602744
2020-02-20,2.192618171,1.9320664352,0.43124998154398575
2020-02-21,1.688464709,1.9970751914,0.3386589665734066
2020-02-22,0.972800561,1.8768512836,0.560483926984546
2020-02-23,0.111183529,1.4530571589999999,0.9153307233207036
2020-02-24,-0.760918283,0.8408297374,1.1896652494361064
2020-02-25,-1.136513527,0.17500339780000002,1.1754939883290694
2020-02-26,-1.009243327,-0.3645382094,0.8921174112177782
2020-02-27,-0.796619163,-0.7184221542,0.4887595608539278
2020-02-28,-1.059523171,-0.9525634942,0.16548195663257054
2020-02-29,-1.356564471,-1.0716927318,0.20314227643910784
2020-03-01,-0.820546228,-1.008499272,0.2258167963087464
2020-03-02,-0.210374093,-0.8487254251999999,0.4222966194247157
2020-03-03,-0.719979082,-0.833397409,0.4260350798449443
2020-03-04,-0.975571569,-0.8166070886,0.4164416568590083
2020-03-05,-0.897997487,-0.7248936918,0.3027822239871355
2020-03-06,-1.482087197,-0.8572018856,0.45917687402374213
2020-03-07,-1.718531822,-1.1588334314,0.4218911961345647
2020-03-08,-1.944984194,-1.4038344538,0.45751532820427276
2020-03-09,-2.081631254,-1.6250463908000001,0.4659954132486539
2020-03-10,-1.677598826,-1.7809666586000001,0.23516637783157127
2020-03-11,-0.857027501,-1.6559547194,0.476289725565557
2020-03-12,0.138078077,-1.2846327396000001,0.9263699757782105
2020-03-13,0.292251765,-0.8371855477999999,1.0585486618909106
2020-03-14,0.715324746,-0.2777943478,0.972002006408975
2020-03-15,0.999854011,0.2576962196,0.7103403435213258
2020-03-16,1.382473235,0.7055963668,0.5093562766696056
2020-03-17,1.779406713,1.033862094,0.5766227055902362
2020-03-18,2.527373277,1.4808863964,0.709121131647188
2020-03-19,3.035813107,1.9449840686000002,0.8315933960568146
2020-03-20,3.162815518,2.37757637,0.7778740937126659
2020-03-21,2.567444507,2.6145706244,0.5443667650915988
2020-03-22,1.699930964,2.5986754746000003,0.5751400634369478
2020-03-23,1.619725289,2.4171458770000003,0.7265739567932196
2020-03-24,2.15744872,2.2414729996,0.640708110485706
2020-03-25,3.336191289,2.2761481538000004,0.7045480460390713
2020-03-26,3.823949445,2.5274491414000004,0.9975753275466197
2020-03-27,4.295426063,3.0465481612,1.126306267863583
2020-03-28,4.646727181,3.6519485396,0.9703690705159408
2020-03-29,4.178092741,4.0560773438,0.4982875901569502
2020-03-30,3.513940459,4.0916271778,0.43661184320162594
2020-03-31,3.412366141,4.009310517,0.5287682930043736
2020-04-01,3.310757851,3.8123768746000004,0.5767545090233822
2020-04-02,3.821666585,3.6473647554000004,0.35298155838172984
2020-04-03,4.630439832,3.7378341736000005,0.5343745773369575
2020-04-04,5.326769228,4.1003999274,0.8601658761740579
2020-04-05,5.225890661,4.463104831400001,0.8796456674991976
2020-04-06,5.043154719,4.809584205,0.6130702505865387
2020-04-07,5.145071132,5.0742651144,0.26912397881568767
2020-04-08,5.220071263,5.1921914006000005,0.10542339716809815
2020-04-09,5.850376781,5.296912911200001,0.3180881167674725
2020-04-10,6.09648893,5.471032565,0.47101209664246846
2020-04-11,6.12546089,5.6874937992,0.47390115864015
2020-04-12,6.823092411,6.023098055,0.5767451792855038
2020-04-13,6.44069962,6.2672237264,0.3748640848875783
2020-04-14,6.390622651,6.3752729004,0.29376228793325393
2020-04-15,5.865701516,6.329115417600001,0.3593309946283172
2020-04-16,5.354234968,6.1748702332,0.5714966961080507
2020-04-17,5.273785113,5.8650087736,0.5518436544838876
2020-04-18,5.057449711,5.588358791799999,0.5376293571749654
2020-04-19,4.834785462,5.277191354,0.3861026076892519
2020-04-20,4.140516377,4.9321543262,0.4865012678434547
2020-04-21,3.563623506,4.5740320338,0.7071422400300706
2020-04-22,3.616584573,4.2425919258,0.6851987180603545
2020-04-23,3.698357666,3.9707735168,0.5340319782112211
2020-04-24,3.621707249,3.7281578742,0.23546734524411186
2020-04-25,3.937939575,3.6876425138,0.14793650472636294
2020-04-26,5.171705719,4.0092589564,0.6628382230420216
2020-04-27,5.203901617,4.3267223652,0.7947453798567053
2020-04-28,5.361313731,4.659313578200001,0.8137772114309699
2020-04-29,4.98890073,4.9327522744,0.5716403136403653
2020-04-30,4.770444154,5.0992531902,0.22647816504273363
2020-05-01,4.900361231,5.044984292600001,0.2370403516470339
2020-05-02,5.053239206,5.014851810400001,0.22080880214504472
2020-05-03,6.006571435,5.1439033512,0.4937677993995689
2020-05-04,5.930324883,5.3321881818,0.5900007806827474
2020-05-05,5.715437659,5.5211868828,0.5111567638532415
2020-05-06,5.629035991,5.6669218348,0.37587847370064364
2020-05-07,6.489862482,5.95424649,0.33652123278486595
2020-05-08,6.712767987,6.0954858004000005,0.4811082019646708
2020-05-09,7.197059269,6.3488326776,0.6691642520978648
2020-05-10,7.036166876,6.6129785210000005,0.6151213504094468
2020-05-11,7.1004112,6.907253562799999,0.29578531741810654
2020-05-12,7.97131468,7.203544002399999,0.4661079380932679
2020-05-13,8.965328681,7.6540561412,0.8242033517647934
2020-05-14,8.802083408,7.975060969,0.9098275423126121
2020-05-15,9.198883337,8.4076042612,0.864854785413885
2020-05-16,9.647997239,8.917121469,0.6171866237852542
2020-05-17,10.64242361,9.451343255000001,0.73804297414739
2020-05-18,10.87305828,9.8328891748,0.8994452079398034
2020-05-19,10.86136081,10.2447446552,0.7718606448395899
2020-05-20,11.10909178,10.626786343800001,0.5715256372880464
2020-05-21,11.15183669,10.927554234,0.20730976327875988
2020-05-22,10.57215633,10.913500778,0.2323413712084152
2020-05-23,10.71685029,10.88225918,0.24904100197468368
2020-05-24,10.3796089,10.785908798,0.3368565214657101
2020-05-25,10.60628747,10.685347936,0.2877253078037595
2020-05-26,10.60806877,10.576594352,0.12284849686507558
2020-05-27,10.63457878,10.589078842000001,0.12542946038157046
2020-05-28,10.89393966,10.624496716,0.18253263034363149
2020-05-29,10.82687488,10.713949912,0.13624440541389699
2020-05-30,10.95761761,10.78421594,0.15600186233109212
2020-05-31,10.54065737,10.770733660000001,0.1765859679833876
2020-06-01,10.45554673,10.73492725,0.2231168812887597
2020-06-02,10.59949748,10.676038814,0.20907032755732283
2020-06-03,11.04588172,10.719840182,0.2642352477332064
2020-06-04,11.52234191,10.832785042000001,0.4480427646310972
2020-06-05,11.34734423,10.994122414,0.4615877811805823
2020-06-06,11.57505258,11.218023583999999,0.40280595194110663
2020-06-07,10.87052261,11.27222861,0.30516471005833506
2020-06-08,10.91859971,11.246772208,0.3328221534650905
2020-06-09,11.7289112,11.288086066000002,0.38440457722975524
2020-06-10,12.3552438,11.48966598,0.6170918299926826
2020-06-11,12.50978326,11.676612116000001,0.7716562400517566
2020-06-12,13.09759974,12.122027542000001,0.8305516899217179
2020-06-13,13.06058006,12.550423612,0.5644224386002862
2020-06-14,13.15472692,12.835586756000001,0.3734971580520514
2020-06-15,13.21953178,13.008444352000001,0.285169332105016
2020-06-16,13.70950155,13.24838801,0.2646883577973161
2020-06-17,14.03037405,13.434942872000002,0.41683065767762817
2020-06-18,14.09952605,13.64273207,0.4417671106376281
2020-06-19,13.8102158,13.773829846000002,0.3480665738015982
2020-06-20,13.53283397,13.836490284000002,0.2322726700549603
2020-06-21,13.34737095,13.764064164,0.32120330129695546
2020-06-22,13.64552297,13.687093948000001,0.285567518983878
2020-06-23,13.05270212,13.477729162,0.2912816146718426
2020-06-24,12.54338309,13.224362619999999,0.4418320130353384
2020-06-25,12.51023704,13.019843234000001,0.4966240995365272
2020-06-26,11.49645527,12.649660098000002,0.7929061574643907
2020-06-27,11.0640036,12.133356224,0.8222706240138158
2020-06-28,10.91348824,11.705513448,0.779767550857872
2020-06-29,11.02021545,11.40087992,0.6587392524080571
2020-06-30,11.59504505,11.217841522,0.30629283902570154
2020-07-01,11.52909833,11.224370134,0.3139678642123289
2020-07-02,11.21456868,11.254483149999999,0.3017233640449745
2020-07-03,11.0544345,11.282672402,0.266419179922252
2020-07-04,11.24443203,11.327515718,0.2271787716590003
2020-07-05,11.12431599,11.233369905999998,0.18155012638606385
2020-07-06,11.67838468,11.263227176000001,0.2439094909083413
2020-07-07,11.5316581,11.32664506,0.26811645356634983
2020-07-08,11.62863107,11.441484374000002,0.24428587339029392
2020-07-09,11.28259614,11.449117196,0.23707957341447636
2020-07-10,11.80001114,11.584256226,0.19438675745255263
2020-07-11,10.9893474,11.44644877,0.31672019064388035
2020-07-12,10.50358016,11.240833182,0.5175901980107777
2020-07-13,9.861485686,10.8874041052,0.74149345975758
2020-07-14,10.03416379,10.637717635200001,0.784119861382971
2020-07-15,10.08627842,10.2949710912,0.45419128065755854
2020-07-16,9.553115618,10.0077247348,0.3466978570276017
2020-07-17,9.41233969,9.789476640799998,0.2963305639265861
2020-07-18,9.747485639,9.7666766314,0.2937796589140177
2020-07-19,9.442697611,9.6483833956,0.27779152679204433
